source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_reason,human_review_reason
954,Prima Foods BV,ZZ,ZZ,ZZ-236109235,ZZ236109235,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
956,Lusitania Foods SARL,GB,GB,GB67035666,GB67035666,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
964,Batavia Materials GmbH,DK,DK,,,numero_tva_absent,Numero TVA absent
967,Batavia Transports AB,ZZ,ZZ,ZZ450148554601,ZZ450148554601,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
970,Solaris Trading Sp. z o.o.,XX,XX,XX8710563952,XX8710563952,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
973,Papyrus Trading Oy,FI,FI,FI934718200,FI934718200,format_invalide,Numero nettoye non conforme au format attendu pour le pays
980,Vertex Industries SARL,FI,FI,79240241,79240241,format_invalide,Numero nettoye non conforme au format attendu pour le pays
991,Lusitania Materials SARL,XX,XX,xx82647147,XX82647147,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
994,Cobalt Materials Lda,IT,IT,IT680870909546,IT680870909546,format_invalide,Numero nettoye non conforme au format attendu pour le pays
995,Azur Materials SARL,PL,PL,PL43587496808,PL43587496808,format_invalide,Numero nettoye non conforme au format attendu pour le pays
997,Vela Distribution SARL,PL,PL,PL240G390928,PL240G390928,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1007,Kappa Materials SpA,QQ,QQ,QQ566208199,QQ566208199,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1010,Ardent Trading SARL,BE,BE,,,numero_tva_absent,Numero TVA absent
1011,Kappa Logistics Sp. z o.o.,BE,BE,BE03473307696,BE03473307696,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1015,Lusitania Industries SA,BE,BE,BE142868J769,BE142868J769,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1016,Kappa Materials SpA,DK,DK,05349443,05349443,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1018,Papyrus Foods GmbH,FR,FR,FR699073518900,FR699073518900,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1019,Granit Foods BV,ZZ,ZZ,ZZ318690179301,ZZ318690179301,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1021,Papyrus Technologies Oy,NL,NL,-,,numero_tva_absent,Numero TVA absent
1029,Verso Transports SpA,PT,PT,776875248,776875248,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1031,Cobalt Transports Oy,UK,UK,UK1289321822,UK1289321822,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
1036,Cobalt Consulting NV,BE,BE,BE1968397O40,BE1968397O40,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1040,Verso Services SAS,PT,PT,PT92077561,PT92077561,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1042,Meridian Materials GmbH,NL,NL,NL827230527B469,NL827230527B469,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1054,Kappa Materials Lda,SE,SE,034921214201,034921214201,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1058,Azur Logistics GmbH,IT,IT,IT5437334155,IT5437334155,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1059,Batavia Foods Sp. z o.o.,NL,NL, ,,numero_tva_absent,Numero TVA absent
1063,Nord Transports A/S,SE,SE,082760917301,082760917301,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1065,Atlantic Transports SA,SE,SE,SE4002082669015,SE4002082669015,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1066,Meridian Technologies A/S,FI,FI,FI9108723,FI9108723,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1068,Delta Technologies GmbH,SE,SE,SE57697565850,SE57697565850,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1071,Lusitania Trading A/S,XX,XX,XX62534680248,XX62534680248,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1074,Vertex Consulting Oy,SE,SE,N/A,NA,numero_tva_absent,Numero TVA absent
1079,Verso Distribution Oy,LU,LU,LU7K726459,LU7K726459,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1080,Global Consulting A/S,PL,PL,3413169278,3413169278,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1085,Global Consulting NV,PL,PL, ,,numero_tva_absent,Numero TVA absent
1087,Lusitania Industries A/S,XX,XX,XX37498653,XX37498653,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1089,Global Distribution Oy,NL,NL,NLG93266390B02,NLG93266390B02,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1090,Textil Trading Oy,ZZ,ZZ,ZZ44791242,ZZ44791242,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1107,Orion Materials NV,PT,PT,PT3061279702,PT3061279702,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1108,Global Logistics BV,FR,FR,FR9617074476K,FR9617074476K,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1115,Textil Industries NV,PT,PT,N/A,NA,numero_tva_absent,Numero TVA absent
1116,Fabrica Technologies GmbH,ZZ,ZZ,ZZ72892844,ZZ72892844,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1117,Azur Transports Oy,IT,IT,IT160367730555,IT160367730555,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1119,Nord Logistics SpA,QQ,QQ,QQ655224920,QQ655224920,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1120,Fabrica Distribution Oy,PT,PT,PT6892386144,PT6892386144,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1125,Meridian Foods NV,FR,FR, ,,numero_tva_absent,Numero TVA absent
1126,Granit Materials GmbH,FI,FI,FI849155738,FI849155738,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1128,Lusitania Industries SA,NL,NL,NL960518514B1,NL960518514B1,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1129,Atlantic Technologies BV,BE,BE,0950029480,0950029480,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1131,Baltic Services Oy,IT,IT,IT0273J421760,IT0273J421760,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1134,Granit Consulting AB,QQ,QQ,QQ0649227433,QQ0649227433,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1138,Kappa Industries Oy,PL,PL,1636051756,1636051756,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1139,Cobalt Trading SARL,LU,LU,LU660783470,LU660783470,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1143,Orion Transports GmbH,SE,SE,SE60594178540,SE60594178540,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1150,Alpine Services SARL,DK,DK,DK373747334,DK373747334,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1154,Fabrica Consulting SAS,FI,FI,FI3407399,FI3407399,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1158,Global Distribution SA,NL,NL,116778519B95,116778519B95,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1162,Textil Industries GmbH,PL,PL,1402980679,1402980679,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1164,Prima Transports SARL,XX,XX,XX28677030893,XX28677030893,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1166,Orion Services Oy,FI,FI,FI2386291,FI2386291,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1167,Delta Technologies Lda,UK,UK,UK1302502986,UK1302502986,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
1172,Global Technologies Sp. z o.o.,DK,DK,DK4562O064,DK4562O064,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1182,Lusitania Trading AB,LU,LU,LU362785216,LU362785216,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1183,Vela Materials Oy,XX,XX,XX9821653127,XX9821653127,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1185,Meridian Technologies GmbH,NL,NL,NL995781035B8,NL995781035B8,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1187,Hanse Consulting SA,IT,IT,IT6994100577,IT6994100577,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1189,Vertex Industries Sp. z o.o.,SE,SE,SE5314817H6601,SE5314817H6601,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1190,Granit Services SAS,BE,BE,1968486524,1968486524,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1192,Vertex Consulting Oy,DK,DK,81460655,81460655,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1193,Baltic Logistics SAS,NL,NL,NL973989841B400,NL973989841B400,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1194,Corvus Distribution A/S,QQ,QQ,QQ72965331,QQ72965331,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1196,Textil Materials SpA,IT,IT,IT965116352765,IT965116352765,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1200,Ardent Transports BV,BE,BE,0590526595,0590526595,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1206,Atlantic Services SARL,FI,FI,FI252161821,FI252161821,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1209,Verso Logistics GmbH,SE,SE,SE34245872970,SE34245872970,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1214,Delta Logistics SAS,SE,SE,SE43O879822001,SE43O879822001,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1215,Solaris Technologies SpA,UK,UK,UK373476103B55,UK373476103B55,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
1217,Ardent Transports SpA,GB,GB,GB17510584,GB17510584,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
1220,Verso Materials SAS,IT,IT,IT2891214825,IT2891214825,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1222,Corvus Distribution SpA,IT,IT,-,,numero_tva_absent,Numero TVA absent
1224,Global Trading SpA,PT,PT,PT6795677635,PT6795677635,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1225,Lusitania Services SAS,PT,PT,PT9275291498,PT9275291498,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1228,Atlantic Transports SARL,BE,BE,BE12867450850,BE12867450850,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1232,Papyrus Industries SA,BE,BE,02.82330178,0282330178,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1236,Granit Consulting AB,DK,DK,DK803494591,DK803494591,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1238,Prima Consulting Oy,SE,SE,N/A,NA,numero_tva_absent,Numero TVA absent
1240,Alpine Consulting A/S,FR,FR,88216943500,88216943500,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1243,Nord Services SARL,LU,LU,LU431M9073,LU431M9073,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1254,Verso Materials A/S,LU,LU,LU310944678,LU310944678,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1263,Metallo Distribution Oy,FR,FR,FR509934983923,FR509934983923,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1264,Orion Services GmbH,BE,BE,BE040596M962,BE040596M962,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1265,Lumen Technologies Lda,PT,PT,625052820,625052820,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1266,Granit Consulting SAS,ZZ,ZZ,ZZ97502530,ZZ97502530,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1267,Vela Trading SARL,FR,FR,FR2541683467,FR2541683467,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1269,Hanse Transports Oy,NL,NL,NL652674094B328,NL652674094B328,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1277,Alpine Industries NV,FR,FR,-,,numero_tva_absent,Numero TVA absent
1280,Azur Industries BV,GB,GB,GB509795234,GB509795234,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
1281,Vertex Logistics GmbH,BE,BE,0176829911,0176829911,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1285,Fabrica Consulting SAS,PL,PL,1177859742,1177859742,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1286,Corvus Services SARL,SE,SE,SE15514011420,SE15514011420,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1287,Global Industries BV,NL,NL,600957901B26,600957901B26,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1289,Granit Industries Oy,PT,PT,PT5K4721864,PT5K4721864,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1294,Kappa Transports A/S,NL,NL,186644929B82,186644929B82,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1302,Alpine Logistics NV,IT,IT,IT8104299852H,IT8104299852H,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1312,Textil Technologies SpA,FI,FI,FI683317629,FI683317629,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1319,Baltic Consulting Sp. z o.o.,PT,PT,521212782,521212782,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1320,Ardent Trading SARL,BE,BE,BEG809488280,BEG809488280,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1327,Lumen Distribution SA,PT,PT,PT23M897073,PT23M897073,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1329,Prima Materials A/S,UK,UK,UK71100025,UK71100025,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
1334,Lumen Logistics SARL,XX,XX,XX603619274,XX603619274,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1336,Fabrica Transports SpA,PL,PL,PL142313K578,PL142313K578,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1343,Global Foods GmbH,DK,DK,DK482K2675,DK482K2675,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1346,Prima Foods BV,ZZ,ZZ,  ZZ236109235 ,ZZ236109235,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
1351,Alpine Distribution SARL,DK,DK,DK198553252,DK198553252,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1360,Vertex Consulting Lda,IT,IT,IT9896338810M,IT9896338810M,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1361,Vela Trading SpA,GB,GB,GB476467998B32,GB476467998B32,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
1364,Nord Logistics SAS,FI,FI,FI781283628,FI781283628,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1374,Textil Technologies AB,LU,LU,LU779K9511,LU779K9511,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1379,Lumen Materials SpA,LU,LU,93686147,93686147,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1381,Solaris Trading Oy,LU,LU,LU384904683,LU384904683,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1387,Ardent Transports SARL,NL,NL,NL193036599B8,NL193036599B8,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1392,Metallo Foods BV,NL,NL,NL-94106585OB46,NL94106585OB46,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1394,Prima Transports SA,SE,SE,SE80521328520,SE80521328520,format_invalide,Numero nettoye non conforme au format attendu pour le pays
1400,Granit Industries NV,DK,DK,DK437486452,DK437486452,format_invalide,Numero nettoye non conforme au format attendu pour le pays
